Date,Good Time<br>Prices are Low,Good Time<br>Prices will increase,Good Time<br>Interest rates low,Good Time<br>Rising interest rates,Good Time<br>Times good,Good Time<br>Fuel Efficiency,Bad Time<br>Prices High,Bad Time<br>Interest rates high,Bad Time<br>Can't Afford,Bad Time<br>Uncertain Future,Bad Time<br>Gas Prices,Bad Time<br>Poor Selection,Relative: prices,Relative: rates
1979-06-30,7.0,21.0,0.0,1.0,0.0,12.0,25.0,4.0,2.0,1.0,26.0,13.0,-18.0,-4.0
1979-05-31,6.0,21.0,0.0,1.0,0.0,14.0,26.0,6.0,4.0,1.0,22.0,11.0,-20.0,-6.0
1979-04-30,5.0,30.0,1.0,2.0,1.0,12.0,21.0,5.0,3.0,3.0,19.0,10.0,-16.0,-4.0
1979-03-31,5.0,35.0,0.0,2.0,2.0,7.0,23.0,6.0,2.0,1.0,14.0,9.0,-18.0,-6.0
1979-02-28,7.0,29.0,0.0,1.0,1.0,4.0,30.0,6.0,2.0,1.0,3.0,8.0,-23.0,-6.0
1979-01-31,6.0,33.0,0.0,3.0,1.0,1.0,29.0,6.0,3.0,1.0,5.0,9.0,-23.0,-6.0
1978-12-31,4.0,31.0,1.0,1.0,1.0,2.0,28.0,6.0,1.0,2.0,3.0,7.0,-24.0,-5.0
1978-11-30,7.0,28.0,0.0,1.0,1.0,2.0,31.0,6.0,3.0,1.0,2.0,9.0,-24.0,-6.0
1978-10-31,4.0,38.0,0.0,2.0,1.0,3.0,24.0,3.0,3.0,1.0,1.0,10.0,-20.0,-3.0
1978-09-30,7.0,34.0,0.0,1.0,2.0,2.0,24.0,2.0,2.0,1.0,1.0,12.0,-17.0,-2.0
1978-08-31,5.0,28.0,1.0,1.0,2.0,2.0,32.0,5.0,2.0,1.0,1.0,11.0,-27.0,-4.0
1978-07-31,8.0,43.0,1.0,2.0,3.0,2.0,25.0,3.0,2.0,1.0,1.0,11.0,-17.0,-2.0
1978-06-30,7.0,39.0,1.0,1.0,4.0,3.0,24.0,4.0,1.0,1.0,1.0,11.0,-17.0,-3.0
1978-05-31,6.0,33.0,1.0,1.0,3.0,3.0,23.0,3.0,2.0,0.0,1.0,8.0,-17.0,-2.0
1978-04-30,7.0,36.0,1.0,1.0,3.0,3.0,22.0,2.0,3.0,0.0,2.0,10.0,-15.0,-1.0
1978-03-31,12.0,34.0,0.0,2.0,2.0,3.0,20.0,2.0,4.0,1.0,1.0,8.0,-8.0,-2.0
1978-02-28,10.0,25.0,0.0,1.0,1.0,3.0,22.0,1.0,2.0,2.0,3.0,7.0,-12.0,-1.0
