Date,Price
300,2823.03
301,2827.63
302,2835.48
303,2843.32
304,2843.32
305,2851.17
306,2859.01
307,2860.71
308,2862.42
309,2862.42
310,2864.12
311,2865.82
312,2868.17
313,2870.52
314,2870.52
315,2872.86
316,2875.21
317,2874.96
318,2874.71
319,2874.71
320,2874.46
321,2874.21
322,2877.69
323,2881.16
324,2881.16
325,2884.64
326,2888.11
327,2888.17
328,2888.24
329,2888.24
330,2888.3
331,2888.36
332,2886.3
333,2884.23
334,2884.23
335,2882.17
336,2880.1
337,2881.18
338,2882.26
339,2882.26
340,2883.34
341,2884.42
342,2885.24
343,2886.06
344,2886.06
345,2886.88
346,2887.7
347,2891.89
348,2896.08
349,2896.08
350,2900.27
351,2904.46
352,2904.11
353,2903.75
354,2903.75
355,2903.4
356,2903.04
357,2904.38
358,2905.72
359,2905.72
360,2907.05
361,2908.39
362,2907.97
363,2907.56
364,2907.56
365,2907.14
366,2906.72
367,2905.08
368,2903.44
369,2903.44
370,2901.79
371,2900.15
372,2900.85
373,2901.54
374,2901.54
375,2902.24
376,2902.93
377,2907.8
378,2912.68
379,2912.68
380,2917.55
381,2922.42
382,2924.68
383,2926.93
384,2926.93
385,2929.19
386,2931.44
387,2929.32
388,2927.21
389,2927.21
390,2925.09
391,2922.97
392,2924.41
393,2925.85
394,2925.85
395,2927.28
396,2928.72
397,2932.65
398,2936.58
399,2936.58
400,2940.51
401,2944.44
402,2942.37
403,2940.31
404,2940.31
405,2938.24
406,2936.17
407,2936.81
408,2937.46
409,2937.46
410,2938.1
411,2938.74
412,2933.08
413,2927.42
414,2927.42
415,2921.75
416,2916.09
417,2921.7
418,2927.31
419,2927.31
420,2932.92
421,2938.53
422,2933.34
423,2928.15
424,2928.15
425,2922.96
426,2917.77
427,2910.28
428,2902.8
429,2902.8
430,2895.31
431,2887.82
432,2887.27
433,2886.72
434,2886.72
435,2886.17
436,2885.62
437,2878.26
438,2870.9
439,2870.9
440,2863.54
441,2856.18
442,2856.72
443,2857.27
444,2857.27
445,2857.81
446,2858.35
447,2848.97
448,2839.58
449,2839.58
450,2830.2
451,2820.81
452,2824.69
453,2828.57
454,2828.57
455,2832.45
456,2836.33
457,2836.47
458,2836.61
459,2836.61
460,2836.74
461,2836.88
462,2846.15
463,2855.43
464,2855.43
465,2864.7
466,2873.97
467,2872.94
468,2871.91
469,2871.91
470,2870.88
471,2869.85
472,2863.03
473,2856.22
474,2856.22
475,2849.4
476,2842.58
477,2847.3
478,2852.02
479,2852.02
480,2856.73
481,2861.45
482,2860.66
483,2859.87
484,2859.87
485,2859.08
486,2858.29
487,2848.99
488,2839.69
489,2839.69
490,2830.39
491,2821.09
492,2823.51
493,2825.94
494,2825.94
495,2828.36
496,2830.78
497,2828.35
498,2825.92
499,2825.92
500,2823.48
501,2821.05
502,2810.55
503,2800.05
504,2800.05
505,2789.55
506,2779.05
507,2781.26
508,2783.46
509,2783.46
510,2785.67
511,2787.87
512,2780.84
513,2773.81
514,2773.81
515,2766.78
516,2759.75
517,2756.3
518,2752.85
519,2752.85
520,2749.39
521,2745.94
522,2755.35
523,2764.75
524,2764.75
525,2774.16
526,2783.56
527,2791.2
528,2798.83
529,2798.83
530,2806.47
531,2814.1
532,2819.9
533,2825.69
534,2825.69
535,2831.49
536,2837.28
537,2845.19
538,2853.1
539,2853.1
540,2861.01
541,2868.92
542,2875.48
543,2882.03
544,2882.03
545,2888.59
546,2895.14
547,2895
548,2894.86
549,2894.86
550,2894.71
551,2894.57
552,2891.34
553,2888.1
554,2888.1
555,2884.87
556,2881.63
557,2883.38
558,2885.12
559,2885.12
560,2886.87
561,2888.61
562,2888.22
563,2887.83
564,2887.83
565,2887.43
566,2887.04
567,2888.35
568,2889.67
569,2889.67
570,2890.98
571,2892.29
572,2898.75
573,2905.2
574,2905.2
575,2911.66
576,2918.11
577,2918.98
578,2919.85
579,2919.85
580,2920.71
581,2921.58
582,2927.38
583,2933.18
584,2933.18
585,2938.98
586,2944.78
587,2947.46
588,2950.15
589,2950.15
590,2952.83
591,2955.51
592,2954
593,2952.5
594,2952.5
595,2950.99
596,2949.48
597,2944.93
598,2940.38
599,2940.38
600,2935.82
601,2931.27
602,2929.15
603,2927.03
604,2927.03
605,2924.91
606,2922.79
607,2923.08
608,2923.37
609,2923.37
610,2923.65
611,2923.94
612,2927.09
613,2930.23
614,2930.23
615,2933.38
616,2936.52
617,2943.66
618,2950.8
619,2950.8
620,2957.93
621,2965.07
622,2964.94
623,2964.82
624,2964.82
625,2964.69
626,2964.56
627,2970.15
628,2975.73
629,2975.73
630,2981.32
631,2986.9
632,2985.43
633,2983.95
634,2983.95
635,2982.48
636,2981
637,2979.61
638,2978.22
639,2978.22
640,2976.82
641,2975.43
642,2974.74
643,2974.05
644,2974.05
645,2973.36
646,2972.67
647,2977.95
648,2983.24
649,2983.24
650,2988.52
651,2993.8
652,2994.24
653,2994.69
654,2994.69
655,2995.13
656,2995.57
657,2998.65
658,3001.74
659,3001.74
660,3004.82
661,3007.9
662,3009.25
663,3010.6
664,3010.6
665,3011.94
666,3013.29
667,3011.99
668,3010.69
669,3010.69
670,3009.38
671,3008.08
672,3004.75
673,3001.42
674,3001.42
675,2998.09
676,2994.76
677,2992.49
678,2990.23
679,2990.23
680,2987.96
681,2985.69
682,2987
683,2988.32
684,2988.32
685,2989.63
686,2990.94
687,2989.13
688,2987.31
689,2987.31
690,2985.5
691,2983.68
692,2987.07
693,2990.46
694,2990.46
695,2993.84
696,2997.23
697,2999.98
698,3002.72
699,3002.72
700,3005.47
701,3008.21
702,3007.85
703,3007.5
704,3007.5
705,3007.14
706,3006.78
707,3010.16
708,3013.54
709,3013.54
710,3016.91
711,3020.29
712,3020.21
713,3020.13
714,3020.13
715,3020.04
716,3019.96
717,3017.24
718,3014.51
719,3014.51
720,3011.79
721,3009.06
722,3003.73
723,2998.4
724,2998.4
725,2993.07
726,2987.74
727,2985.66
728,2983.58
729,2983.58
730,2981.49
731,2979.41
732,2967.01
733,2954.61
734,2954.61
735,2942.21
736,2929.81
737,2912.38
738,2894.96
739,2894.96
740,2877.53
741,2860.1
742,2861.55
743,2863.01
744,2863.01
745,2864.46
746,2865.91
747,2864.17
748,2862.43
749,2862.43
750,2860.68
751,2858.94
752,2873.35
753,2887.77
754,2887.77
755,2902.18
756,2916.59
757,2916.93
758,2917.27
759,2917.27
760,2917.61
761,2917.95
762,2911.05
763,2904.16
764,2904.16
765,2897.26
766,2890.36
767,2895.32
768,2900.27
769,2900.27
770,2905.23
771,2910.18
772,2899.36
773,2888.54
774,2888.54
775,2877.71
776,2866.89
777,2860.44
778,2853.99
779,2853.99
780,2847.54
781,2841.09
782,2850.61
783,2860.14
784,2860.14
785,2869.66
786,2879.18
787,2889.95
788,2900.71
789,2900.71
790,2911.48
791,2922.24
792,2919.58
793,2916.93
794,2916.93
795,2914.27
796,2911.61
797,2914.54
798,2917.47
799,2917.47
800,2920.39
801,2923.32
802,2922.94
803,2922.56
804,2922.56
805,2922.18
806,2921.8
807,2911.6
808,2901.4
809,2901.4
810,2891.19
811,2880.99
812,2877.65
813,2874.32
814,2874.32
815,2870.98
816,2867.64
817,2870.65
818,2873.67
819,2873.67
820,2876.68
821,2879.69
822,2877.65
823,2875.62
824,2875.62
825,2873.58
826,2871.54
827,2883.18
828,2894.81
829,2894.81
830,2906.45
831,2918.08
832,2920.28
833,2922.48
834,2922.48
835,2924.68
836,2926.88
837,2920.94
838,2915
839,2915
840,2909.06
841,2903.12
842,2909.93
843,2916.74
844,2916.74
845,2923.54
846,2930.35
847,2941.07
848,2951.79
849,2951.79
850,2962.51
851,2973.23
852,2974.62
853,2976
854,2976
855,2977.39
856,2978.77
857,2978.93
858,2979.09
859,2979.09
860,2979.25
861,2979.41
862,2976.61
863,2973.81
864,2973.81
865,2971
866,2968.2
867,2973.18
868,2978.16
869,2978.16
870,2983.14
871,2988.12
872,2993.8
873,2999.48
874,2999.48
875,3005.15
876,3010.83
877,3010.65
878,3010.47
879,3010.47
880,3010.29
881,3010.11
882,3006.69
883,3003.27
884,3003.27
885,2999.85
886,2996.43
887,2997.32
888,2998.2
889,2998.2
890,2999.09
891,2999.97
892,2998.28
893,2996.59
894,2996.59
895,2994.89
896,2993.2
897,2998.04
898,3002.89
899,3002.89
900,3007.73
901,3012.57
902,3009.56
903,3006.55
904,3006.55
905,3003.54
906,3000.53
907,2998.07
908,2995.61
909,2995.61
910,2993.15
911,2990.69
912,2988.73
913,2986.77
914,2986.77
915,2984.81
916,2982.85
917,2979.97
918,2977.1
919,2977.1
920,2974.22
921,2971.34
922,2972.38
923,2973.42
924,2973.42
925,2974.45
926,2975.49
927,2973.22
928,2970.96
929,2970.96
930,2968.69
931,2966.42
932,2968.68
933,2970.94
934,2970.94
935,2973.2
936,2975.46
937,2973
938,2970.54
939,2970.54
940,2968.07
941,2965.61
942,2949.17
943,2932.73
944,2932.73
945,2916.29
946,2899.85
947,2895.77
948,2891.69
949,2891.69
950,2887.61
951,2883.53
952,2896.69
953,2909.84
954,2909.84
955,2923
956,2936.15
957,2939.04
958,2941.93
959,2941.93
960,2944.82
961,2947.71
962,2938.05
963,2928.39
964,2928.39
965,2918.72
966,2909.06
967,2911.39
968,2913.71
969,2913.71
970,2916.04
971,2918.36
972,2921.97
973,2925.58
974,2925.58
975,2929.18
976,2932.79
977,2944.14
978,2955.49
979,2955.49
980,2966.83
981,2978.18
982,2975.61
983,2973.04
984,2973.04
985,2970.46
986,2967.89
987,2973.03
988,2978.17
989,2978.17
990,2983.31
991,2988.45
992,2989.18
993,2989.91
994,2989.91
995,2990.64
996,2991.37
997,2993.54
998,2995.71
999,2995.71
1000,2997.87
1001,3000.04
1002,2997.07
1003,2994.1
1004,2994.1
1005,2991.13
1006,2988.16
1007,2991.46
1008,2994.75
1009,2994.75
1010,2998.05
1011,3001.34
1012,3002.21
1013,3003.08
1014,3003.08
1015,3003.94
1016,3004.81
1017,3003.11
1018,3001.4
1019,3001.4
1020,2999.7
1021,2997.99
1022,3000.55
1023,3003.12
1024,3003.12
1025,3005.68
1026,3008.24
1027,3009.85
1028,3011.45
1029,3011.45
1030,3013.06
1031,3014.66
1032,3020.52
1033,3026.38
1034,3026.38
1035,3032.24
1036,3038.1
1037,3038.91
1038,3039.72
1039,3039.72
1040,3040.53
1041,3041.34
1042,3040.51
1043,3039.69
1044,3039.69
1045,3038.86
1046,3038.03
1047,3037.28
1048,3036.54
1049,3036.54
1050,3035.79
1051,3035.04
1052,3040.99
1053,3046.94
1054,3046.94
1055,3052.88
1056,3058.83
1057,3064.13
1058,3069.44
1059,3069.44
1060,3074.74
1061,3080.04
1062,3079.54
1063,3079.05
1064,3079.05
1065,3078.55
1066,3078.05
1067,3076.57
1068,3075.08
1069,3075.08
1070,3073.6
1071,3072.11
1072,3076.33
1073,3080.56
1074,3080.56
1075,3084.78
1076,3089
1077,3087.59
1078,3086.17
1079,3086.17
1080,3084.76
1081,3083.34
1082,3083.03
1083,3082.71
1084,3082.71
1085,3082.4
1086,3082.08
1087,3084.98
1088,3087.88
1089,3087.88
1090,3090.77
1091,3093.67
1092,3092.36
1093,3091.05
1094,3091.05
1095,3089.74
1096,3088.43
1097,3089.01
1098,3089.58
1099,3089.58
1100,3090.16
1101,3090.73
1102,3096.18
1103,3101.63
1104,3101.63
1105,3107.08
1106,3112.53
1107,3113.93
1108,3115.32
1109,3115.32
1110,3116.72
1111,3118.11
1112,3118.72
1113,3119.33
1114,3119.33
1115,3119.94
1116,3120.55
1117,3116.71
1118,3112.87
1119,3112.87
1120,3109.03
1121,3105.19
1122,3104.48
1123,3103.76
1124,3103.76
1125,3103.05
1126,3102.33
1127,3103.27
1128,3104.2
1129,3104.2
1130,3105.14
1131,3106.07
1132,3110.96
1133,3115.86
1134,3115.86
1135,3120.75
1136,3125.64
1137,3128.44
1138,3131.24
1139,3131.24
1140,3134.04
1141,3136.84
1142,3139.84
1143,3142.84
1144,3142.84
1145,3145.83
1146,3148.83
1147,3147.83
1148,3146.83
1149,3146.83
1150,3145.82
1151,3144.82
1152,3140.5
1153,3136.19
1154,3136.19
1155,3131.87
1156,3127.55
1157,3116.33
1158,3105.1
1159,3105.1
1160,3093.88
1161,3082.65
1162,3089.73
1163,3096.8
1164,3096.8
1165,3103.88
1166,3110.95
1167,3111.11
1168,3111.28
1169,3111.28
1170,3111.44
1171,3111.6
1172,3119.35
1173,3127.11
1174,3127.11
1175,3134.86
1176,3142.61
1177,3142.5
1178,3142.39
1179,3142.39
1180,3142.28
1181,3142.17
1182,3140.16
1183,3138.14
1184,3138.14
1185,3136.13
1186,3134.11
1187,3135.23
1188,3136.35
1189,3136.35
1190,3137.47
1191,3138.59
1192,3143.29
1193,3147.99
1194,3147.99
1195,3152.68
1196,3157.38
1197,3160.43
1198,3163.49
1199,3163.49
1200,3166.54
1201,3169.59
1202,3174.86
1203,3180.13
1204,3180.13
1205,3185.4
1206,3190.67
1207,3191.66
1208,3192.65
1209,3192.65
1210,3193.64
1211,3194.63
1212,3194.68
1213,3194.72
1214,3194.72
1215,3194.77
1216,3194.81
1217,3195.83
1218,3196.86
1219,3196.86
1220,3197.88
1221,3198.9
1222,3204.39
1223,3209.87
1224,3209.87
1225,3215.36
1226,3220.84
1227,3221.89
1228,3222.94
1229,3222.94
1230,3223.99
1231,3225.04
1232,3224.65
1233,3224.26
1234,3224.26
1235,3223.86
1236,3223.47
1237,3226.01
1238,3228.56
1239,3228.56
1240,3231.1
1241,3233.64
1242,3235.52
1243,3237.4
1244,3237.4
1245,3239.27
1246,3241.15
1247,3238.05
1248,3234.95
1249,3234.95
1250,3231.84
1251,3228.74
1252,3227.03
1253,3225.31
1254,3225.31
1255,3223.6
1256,3221.88
1257,3228.12
1258,3234.36
1259,3234.36
1260,3240.59
1261,3246.83
1262,3243.68
1263,3240.54
1264,3240.54
1265,3237.39
1266,3234.24
1267,3233.37
1268,3232.49
1269,3232.49
1270,3231.62
1271,3230.74
1272,3232.72
1273,3234.71
1274,3234.71
1275,3236.69
1276,3238.67
1277,3241.97
1278,3245.27
1279,3245.27
1280,3248.57
1281,3251.87
1282,3256.31
1283,3260.75
1284,3260.75
1285,3265.19
1286,3269.63
1287,3270.21
1288,3270.78
1289,3270.78
1290,3271.36
1291,3271.93
1292,3273.52
1293,3275.11
1294,3275.11
1295,3276.69
1296,3278.28
1297,3280.14
1298,3282
1299,3282
1300,3283.86
1301,3285.72
1302,3286.71
1303,3287.7
1304,3287.7
1305,3288.68
1306,3289.67
1307,3294.75
1308,3299.82
1309,3299.82
1310,3304.9
1311,3309.97
1312,3313.57
1313,3317.17
1314,3317.17
1315,3320.77
1316,3324.37
1317,3324.08
1318,3323.79
1319,3323.79
1320,3323.49
1321,3323.2
1322,3324.63
1323,3326.06
1324,3326.06
1325,3327.48
1326,3328.91
1327,3325.28
1328,3321.65
1329,3321.65
1330,3318.01
1331,3314.38
1332,3312.62
1333,3310.87
1334,3310.87
1335,3309.11
1336,3307.35
1337,3292.18
1338,3277.02
1339,3277.02
1340,3261.85
1341,3246.68
1342,3252.39
1343,3258.09
1344,3258.09
1345,3263.8
1346,3269.5
1347,3272.8
1348,3276.09
1349,3276.09
1350,3279.39
1351,3282.68
1352,3278.1
1353,3273.52
1354,3273.52
1355,3268.93
1356,3264.35
1357,3260.39
1358,3256.43
1359,3256.43
1360,3252.47
1361,3248.51
1362,3249.4
1363,3250.28
1364,3250.28
1365,3251.17
1366,3252.05
1367,3262.48
1368,3272.91
1369,3272.91
1370,3283.34
1371,3293.77
1372,3301.75
1373,3309.72
1374,3309.72
1375,3317.7
1376,3325.67
1377,3329.55
1378,3333.42
1379,3333.42
1380,3337.3
1381,3341.17
1382,3338.82
1383,3336.47
1384,3336.47
1385,3334.12
1386,3331.77
1387,3332.58
1388,3333.4
1389,3333.4
1390,3334.21
1391,3335.02
1392,3342.31
1393,3349.6
1394,3349.6
1395,3356.88
1396,3364.17
1397,3367.03
1398,3369.88
1399,3369.88
1400,3372.74
1401,3375.59
1402,3374.9
1403,3374.2
1404,3374.2
1405,3373.51
1406,3372.81
1407,3372.96
1408,3373.12
1409,3373.12
1410,3373.27
1411,3373.42
1412,3371.39
1413,3369.37
1414,3369.37
1415,3367.34
1416,3365.31
1417,3370.53
1418,3375.75
1419,3375.75
1420,3380.96
1421,3386.18
1422,3380.91
1423,3375.63
1424,3375.63
1425,3370.36
1426,3365.08
1427,3359.96
1428,3354.84
1429,3354.84
1430,3349.72
1431,3344.6
1432,3317.76
1433,3290.92
1434,3290.92
1435,3264.07
1436,3237.23
1437,3223.64
1438,3210.06
1439,3210.06
1440,3196.47
1441,3182.88
1442,3173.6
1443,3164.32
1444,3164.32
1445,3155.03
1446,3145.75
1447,3118.62
1448,3091.49
1449,3091.49
1450,3064.36
1451,3037.23
1452,3004.87
1453,2972.51
1454,2972.51
1455,2940.14
1456,2907.78
1457,2935.35
1458,2962.93
1459,2962.93
1460,2990.5
1461,3018.07
1462,3027.72
1463,3037.37
1464,3037.37
1465,3047.02
1466,3056.67
1467,3063.17
1468,3069.67
1469,3069.67
1470,3076.17
1471,3082.67
1472,3072.36
1473,3062.06
1474,3062.06
1475,3051.75
1476,3041.44
1477,3017.01
1478,2992.59
1479,2992.59
1480,2968.16
1481,2943.73
1482,2907.59
1483,2871.45
1484,2871.45
1485,2835.3
1486,2799.16
1487,2801.45
1488,2803.73
1489,2803.73
1490,2806.02
1491,2808.3
1492,2797.83
1493,2787.36
1494,2787.36
1495,2776.88
1496,2766.41
1497,2717.29
1498,2668.16
1499,2668.16
1500,2619.04
1501,2569.91
1502,2577.9
1503,2585.88
1504,2585.88
1505,2593.87
1506,2601.85
1507,2569.38
1508,2536.91
1509,2536.91
1510,2504.43
1511,2471.96
1512,2469.09
1513,2466.22
1514,2466.22
1515,2463.35
1516,2460.48
1517,2437.12
1518,2413.77
1519,2413.77
1520,2390.41
1521,2367.05
1522,2373.63
1523,2380.22
1524,2380.22
1525,2386.8
1526,2393.38
1527,2388.61
1528,2383.84
1529,2383.84
1530,2379.06
1531,2374.29
1532,2342.29
1533,2310.3
1534,2310.3
1535,2278.3
1536,2246.3
1537,2283.99
1538,2321.69
1539,2321.69
1540,2359.38
1541,2397.07
1542,2420.17
1543,2443.27
1544,2443.27
1545,2466.37
1546,2489.47
1547,2509.32
1548,2529.17
1549,2529.17
1550,2549.01
1551,2568.86
1552,2568.64
1553,2568.41
1554,2568.41
1555,2568.19
1556,2567.96
1557,2573.11
1558,2578.25
1559,2578.25
1560,2583.4
1561,2588.54
1562,2592.97
1563,2597.41
1564,2597.41
1565,2601.84
1566,2606.27
1567,2575.98
1568,2545.7
1569,2545.7
1570,2515.41
1571,2485.12
1572,2487.47
1573,2489.82
1574,2489.82
1575,2492.16
1576,2494.51
1577,2495.65
1578,2496.79
1579,2496.79
1580,2497.93
1581,2499.07
1582,2530.73
1583,2562.39
1584,2562.39
1585,2594.05
1586,2625.71
1587,2646.1
1588,2666.5
1589,2666.5
1590,2686.89
1591,2707.28
1592,2708.47
1593,2709.66
1594,2709.66
1595,2710.84
1596,2712.03
1597,2731.64
1598,2751.25
1599,2751.25
1600,2770.86
1601,2790.47
1602,2780.81
1603,2771.14
1604,2771.14
1605,2761.48
1606,2751.81
1607,2770.98
1608,2790.15
1609,2790.15
1610,2809.31
1611,2828.48
1612,2816.79
1613,2805.1
1614,2805.1
1615,2793.4
1616,2781.71
1617,2782.64
1618,2783.57
1619,2783.57
1620,2784.49
1621,2785.42
1622,2802.83
1623,2820.24
1624,2820.24
1625,2837.64
1626,2855.05
1627,2852.46
1628,2849.88
1629,2849.88
1630,2847.29
1631,2844.7
1632,2822.61
1633,2800.51
1634,2800.51
1635,2778.42
1636,2756.32
1637,2766.12
1638,2775.93
1639,2775.93
1640,2785.73
1641,2795.53
1642,2801.54
1643,2807.56
1644,2807.56
1645,2813.57
1646,2819.58
1647,2818.99
1648,2818.41
1649,2818.41
1650,2817.82
1651,2817.23
1652,2830.5
1653,2843.77
1654,2843.77
1655,2857.03
1656,2870.3
1657,2875.46
1658,2880.62
1659,2880.62
1660,2885.77
1661,2890.93
1662,2901.58
1663,2912.22
1664,2912.22
1665,2922.87
1666,2933.51
1667,2928.06
1668,2922.6
1669,2922.6
1670,2917.15
1671,2911.69
1672,2895.11
1673,2878.52
1674,2878.52
1675,2861.94
1676,2845.35
1677,2839.28
1678,2833.2
1679,2833.2
1680,2827.13
1681,2821.05
1682,2836.01
1683,2850.97
1684,2850.97
1685,2865.93
1686,2880.89
1687,2878.01
1688,2875.14
1689,2875.14
1690,2872.26
1691,2869.38
1692,2874.34
1693,2879.29
1694,2879.29
1695,2884.25
1696,2889.2
1697,2896.28
1698,2903.36
1699,2903.36
1700,2910.44
1701,2917.52
1702,2919.1
1703,2920.68
1704,2920.68
1705,2922.26
1706,2923.84
1707,2919.81
1708,2915.78
1709,2915.78
1710,2911.74
1711,2907.71
1712,2889.19
1713,2870.68
1714,2870.68
1715,2852.16
1716,2833.64
1717,2827.66
1718,2821.68
1719,2821.68
1720,2815.7
1721,2809.72
1722,2817.52
1723,2825.31
1724,2825.31
1725,2833.11
1726,2840.9
1727,2865.92
1728,2890.94
1729,2890.94
1730,2915.96
1731,2940.98
1732,2941.56
1733,2942.13
1734,2942.13
1735,2942.71
1736,2943.28
1737,2949.2
1738,2955.12
1739,2955.12
1740,2961.04
1741,2966.96
1742,2964.86
1743,2962.75
1744,2962.75
1745,2960.65
1746,2958.54
1747,2955.2
1748,2951.86
1749,2951.86
1750,2948.52
1751,2945.18
1752,2960.12
1753,2975.06
1754,2975.06
1755,2990
1756,3004.94
1757,3004.46
1758,3003.97
1759,3003.97
1760,3003.49
1761,3003
1762,3013.76
1763,3024.52
1764,3024.52
1765,3035.27
1766,3046.03
1767,3040.5
1768,3034.96
1769,3034.96
1770,3029.43
1771,3023.89
1772,3029.63
1773,3035.38
1774,3035.38
1775,3041.12
1776,3046.86
1777,3051.73
1778,3056.61
1779,3056.61
1780,3061.48
1781,3066.35
1782,3078.49
1783,3090.64
1784,3090.64
1785,3102.78
1786,3114.92
1787,3113.61
1788,3112.29
1789,3112.29
1790,3110.98
1791,3109.66
1792,3129.19
1793,3148.72
1794,3148.72
1795,3168.25
1796,3187.78
1797,3194.48
1798,3201.17
1799,3201.17
1800,3207.87
1801,3214.56
1802,3212.9
1803,3211.24
1804,3211.24
1805,3209.57
1806,3207.91
1807,3206.53
1808,3205.15
1809,3205.15
1810,3203.76
1811,3202.38
1812,3167.16
1813,3131.95
1814,3131.95
1815,3096.73
1816,3061.51
1817,3055.24
1818,3048.98
1819,3048.98
1820,3042.71
1821,3036.44
1822,3033.01
1823,3029.58
1824,3029.58
1825,3026.14
1826,3022.71
1827,3045.72
1828,3068.74
1829,3068.74
1830,3091.75
1831,3114.76
1832,3117.22
1833,3119.68
1834,3119.68
1835,3122.13
1836,3124.59
1837,3120.13
1838,3115.68
1839,3115.68
1840,3111.22
1841,3106.76
1842,3109.9
1843,3113.04
1844,3113.04
1845,3116.18
1846,3119.32
1847,3114.53
1848,3109.74
1849,3109.74
1850,3104.94
1851,3100.15
1852,3110.37
1853,3120.58
1854,3120.58
1855,3130.8
1856,3141.01
1857,3124.15
1858,3107.29
1859,3107.29
1860,3090.43
1861,3073.57
1862,3068.96
1863,3064.35
1864,3064.35
1865,3059.74
1866,3055.13
1867,3051.14
1868,3047.16
1869,3047.16
1870,3043.17
1871,3039.18
1872,3036.09
1873,3033
1874,3033
1875,3029.9
1876,3026.81
1877,3040.03
1878,3053.24
