Date,Price
1879,3053.24
1880,3066.46
1881,3079.67
1882,3088.45
1883,3097.24
1884,3097.24
1885,3106.02
1886,3114.8
1887,3122.39
1888,3129.99
1889,3129.99
1890,3137.58
1891,3145.17
1892,3151.11
1893,3157.06
1894,3157.06
1895,3163
1896,3168.94
1897,3167.59
1898,3166.24
1899,3166.24
1900,3164.89
1901,3163.54
1902,3161.2
1903,3158.86
1904,3158.86
1905,3156.51
1906,3154.17
1907,3152.56
1908,3150.96
1909,3150.96
1910,3149.35
1911,3147.74
1912,3151.19
1913,3154.63
1914,3154.63
1915,3158.08
1916,3161.52
1917,3169.24
1918,3176.95
1919,3176.95
1920,3184.67
1921,3192.38
1922,3185.36
1923,3178.34
1924,3178.34
1925,3171.32
1926,3164.3
1927,3178.11
1928,3191.91
1929,3191.91
1930,3205.72
1931,3219.52
1932,3217.01
1933,3214.51
1934,3214.51
1935,3212
1936,3209.49
1937,3212.01
1938,3214.54
1939,3214.54
1940,3217.06
1941,3219.58
1942,3223.91
1943,3228.24
1944,3228.24
1945,3232.56
1946,3236.89
1947,3243.3
1948,3249.71
1949,3249.71
1950,3256.12
1951,3262.53
1952,3263.45
1953,3264.37
1954,3264.37
1955,3265.29
1956,3266.21
1957,3262.49
1958,3258.77
1959,3258.77
1960,3255.04
1961,3251.32
1962,3241.91
1963,3232.49
1964,3232.49
1965,3223.08
1966,3213.66
1967,3217.21
1968,3220.75
1969,3220.75
1970,3224.3
1971,3227.84
1972,3228.37
1973,3228.89
1974,3228.89
1975,3229.42
1976,3229.94
1977,3233.95
1978,3237.96
1979,3237.96
1980,3241.97
1981,3245.98
1982,3241.37
1983,3236.75
1984,3236.75
1985,3232.14
1986,3227.52
1987,3232.19
1988,3236.87
1989,3236.87
1990,3241.54
1991,3246.21
1992,3258.07
1993,3269.92
1994,3269.92
1995,3281.78
1996,3293.63
1997,3294.38
1998,3295.12
1999,3295.12
2000,3295.87
2001,3296.61
2002,3303.48
2003,3310.34
2004,3310.34
2005,3317.21
2006,3324.07
2007,3326.7
2008,3329.33
2009,3329.33
2010,3331.95
2011,3334.58
2012,3336.09
2013,3337.61
2014,3337.61
2015,3339.12
2016,3340.63
2017,3342.81
2018,3345
2019,3345
2020,3347.18
2021,3349.36
2022,3350.45
2023,3351.54
2024,3351.54
2025,3352.63
2026,3353.72
2027,3358.21
2028,3362.7
2029,3362.7
2030,3367.18
2031,3371.67
2032,3372.58
2033,3373.49
2034,3373.49
2035,3374.39
2036,3375.3
2037,3373.99
2038,3372.69
2039,3372.69
2040,3371.38
2041,3370.07
2042,3373.41
2043,3376.74
2044,3376.74
2045,3380.08
2046,3383.41
2047,3383.21
2048,3383.01
2049,3383.01
2050,3382.8
2051,3382.6
2052,3383.1
2053,3383.6
2054,3383.6
2055,3384.1
2056,3384.6
2057,3381.64
2058,3378.67
2059,3378.67
2060,3375.71
2061,3372.74
2062,3376.97
2063,3381.19
2064,3381.19
2065,3385.42
2066,3389.64
2067,3397.88
2068,3406.13
2069,3406.13
2070,3414.37
2071,3422.61
2072,3425.72
2073,3428.82
2074,3428.82
2075,3431.93
2076,3435.03
2077,3441.93
2078,3448.82
2079,3448.82
2080,3455.72
2081,3462.61
2082,3468.17
2083,3473.74
2084,3473.74
2085,3479.3
2086,3484.86
2087,3487.84
2088,3490.82
2089,3490.82
2090,3493.8
2091,3496.78
2092,3498.59
2093,3500.4
2094,3500.4
2095,3502.2
2096,3504.01
2097,3505.84
2098,3507.67
2099,3507.67
2100,3509.49
2101,3511.32
2102,3523.91
2103,3536.5
2104,3536.5
2105,3549.08
2106,3561.67
2107,3545.29
2108,3528.9
2109,3528.9
2110,3512.52
2111,3496.13
2112,3475.7
2113,3455.26
2114,3455.26
2115,3434.83
2116,3414.39
2117,3399.45
2118,3384.51
2119,3384.51
2120,3369.56
2121,3354.62
2122,3364.92
2123,3375.22
2124,3375.22
2125,3385.51
2126,3395.81
2127,3391.21
2128,3386.61
2129,3386.61
2130,3382
2131,3377.4
2132,3367.98
2133,3358.56
2134,3358.56
2135,3349.13
2136,3339.71
2137,3350.59
2138,3361.48
2139,3361.48
2140,3372.36
2141,3383.24
2142,3388.52
2143,3393.8
2144,3393.8
2145,3399.08
2146,3404.36
2147,3404.94
2148,3405.52
2149,3405.52
2150,3406.1
2151,3406.68
2152,3393.01
2153,3379.34
2154,3379.34
2155,3365.66
2156,3351.99
2157,3345.83
2158,3339.66
2159,3339.66
2160,3333.5
2161,3327.33
2162,3309.83
2163,3292.34
2164,3292.34
2165,3274.84
2166,3257.34
2167,3266.91
2168,3276.49
2169,3276.49
2170,3286.06
2171,3295.63
2172,3291.21
2173,3286.8
2174,3286.8
2175,3282.38
2176,3277.96
2177,3269.49
2178,3261.02
2179,3261.02
2180,3252.54
2181,3244.07
2182,3249.97
2183,3255.87
2184,3255.87
2185,3261.76
2186,3267.66
2187,3287.45
2188,3307.24
2189,3307.24
2190,3327.03
2191,3346.82
2192,3345.8
2193,3344.78
2194,3344.78
2195,3343.75
2196,3342.73
2197,3348.8
2198,3354.88
2199,3354.88
2200,3360.95
2201,3367.02
2202,3370.09
2203,3373.15
2204,3373.15
2205,3376.22
2206,3379.28
2207,3380
2208,3382
2209,3384
2210,3386
